asn=0    	id=-1  	Main	copying configuration file /home/tegsingh/tsch-sim/examples/star/config.json to output directory /home/tegsingh/tsch-sim/results/2021-08-13_22-05-56/config.json[MAIN]
asn=11548	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 2], channel offset=2 timeslot=5 [SCHEDULER NEW]
asn=11548	id=4   	Main	On prepare tx packet method called from NullRouting
asn=11548	id=1   	App	rx app packet seqnum=2 from=4[NODE]
asn=11548	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=2 packet buffer: timeslot: 5 channel offset: 2 acked=true, remove packet[NODE]
asn=11548	id=4   	Main	On tx method called from NullRouting
asn=11548	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=11584	id=9   	App	generate a packet, seqnum=2 for=1 [PACKET_SOURCE]
asn=11584	id=9   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=11584	id=9   	TSCH	schedule packet [src: 9, dest: 1, seqnum: 2], channel offset=2 [SCHEDULER NEW]
asn=11584	id=9   	TSCH	schedule packet [src: 9, dest: 1, seqnum: 2], channel offset=2 timeslot=4 [SCHEDULER NEW]
asn=11584	id=9   	Main	On prepare tx packet method called from NullRouting
asn=11589	id=1   	App	rx app packet seqnum=2 from=9[NODE]
asn=11589	id=9   	Node	tx done from=9 source=9 to=1 destination=1 numtx=1 seqnum=2 packet buffer: timeslot: 4 channel offset: 2 acked=false[NODE]
asn=11603	id=9   	Node	tx done from=9 source=9 to=1 destination=1 numtx=2 seqnum=2 packet buffer: timeslot: 4 channel offset: 2 acked=false[NODE]
asn=11617	id=9   	Node	tx done from=9 source=9 to=1 destination=1 numtx=3 seqnum=2 packet buffer: timeslot: 4 channel offset: 2 acked=true, remove packet[NODE]
asn=11617	id=9   	Main	On tx method called from NullRouting
asn=11617	id=9   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=11622	id=3   	App	generate a packet, seqnum=2 for=1 [PACKET_SOURCE]
asn=11622	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=11622	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 2], channel offset=2 [SCHEDULER NEW]
asn=11622	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 2], channel offset=2 timeslot=4 [SCHEDULER NEW]
asn=11622	id=3   	Main	On prepare tx packet method called from NullRouting
asn=11624	id=1   	App	rx app packet seqnum=2 from=3[NODE]
asn=11624	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=1 seqnum=2 packet buffer: timeslot: 4 channel offset: 2 acked=true, remove packet[NODE]
asn=11624	id=3   	Main	On tx method called from NullRouting
asn=11624	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=11639	id=10  	App	generate a packet, seqnum=2 for=1 [PACKET_SOURCE]
asn=11639	id=10  	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=11639	id=10  	TSCH	schedule packet [src: 10, dest: 1, seqnum: 2], channel offset=2 [SCHEDULER NEW]
asn=11639	id=10  	TSCH	schedule packet [src: 10, dest: 1, seqnum: 2], channel offset=2 timeslot=5 [SCHEDULER NEW]
asn=11639	id=10  	Main	On prepare tx packet method called from NullRouting
asn=11639	id=1   	App	rx app packet seqnum=2 from=10[NODE]
asn=11639	id=10  	Node	tx done from=10 source=10 to=1 destination=1 numtx=1 seqnum=2 packet buffer: timeslot: 5 channel offset: 2 acked=true, remove packet[NODE]
asn=11639	id=10  	Main	On tx method called from NullRouting
asn=11639	id=10  	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=11644	id=8   	Node	scanning on channel=25...[NODE]
asn=11779	id=5   	App	generate a packet, seqnum=2 for=1 [PACKET_SOURCE]
asn=11779	id=5   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=11779	id=5   	TSCH	schedule packet [src: 5, dest: 1, seqnum: 2], channel offset=2 [SCHEDULER NEW]
asn=11779	id=5   	TSCH	schedule packet [src: 5, dest: 1, seqnum: 2], channel offset=2 timeslot=6 [SCHEDULER NEW]
asn=11779	id=5   	Main	On prepare tx packet method called from NullRouting
asn=11780	id=1   	App	rx app packet seqnum=2 from=5[NODE]
asn=11780	id=5   	Node	tx done from=5 source=5 to=1 destination=1 numtx=1 seqnum=2 packet buffer: timeslot: 6 channel offset: 2 acked=true, remove packet[NODE]
asn=11780	id=5   	Main	On tx method called from NullRouting
asn=11780	id=5   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=11814	id=6   	App	generate a packet, seqnum=2 for=1 [PACKET_SOURCE]
asn=11814	id=6   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=11814	id=6   	TSCH	schedule packet [src: 6, dest: 1, seqnum: 2], channel offset=2 [SCHEDULER NEW]
asn=11814	id=6   	TSCH	schedule packet [src: 6, dest: 1, seqnum: 2], channel offset=2 timeslot=1 [SCHEDULER NEW]
asn=11814	id=6   	Main	On prepare tx packet method called from NullRouting
asn=11817	id=1   	App	rx app packet seqnum=2 from=6[NODE]
asn=11817	id=6   	Node	tx done from=6 source=6 to=1 destination=1 numtx=1 seqnum=2 packet buffer: timeslot: 1 channel offset: 2 acked=true, remove packet[NODE]
asn=11817	id=6   	Main	On tx method called from NullRouting
asn=11817	id=6   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=11836	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=11844	id=8   	Node	scanning on channel=20...[NODE]
asn=11931	id=7   	App	generate a packet, seqnum=2 for=1 [PACKET_SOURCE]
asn=11931	id=7   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=11931	id=7   	TSCH	schedule packet [src: 7, dest: 1, seqnum: 2], channel offset=2 [SCHEDULER NEW]
asn=11931	id=7   	TSCH	schedule packet [src: 7, dest: 1, seqnum: 2], channel offset=2 timeslot=2 [SCHEDULER NEW]
asn=11931	id=7   	Main	On prepare tx packet method called from NullRouting
asn=11937	id=1   	App	rx app packet seqnum=2 from=7[NODE]
asn=11937	id=7   	Node	tx done from=7 source=7 to=1 destination=1 numtx=1 seqnum=2 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=11937	id=7   	Main	On tx method called from NullRouting
asn=11937	id=7   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=11944	id=8   	Node	scanning on channel=25...[NODE]
asn=12000	id=-1  	Main	120 seconds, progress 20.00%[SIMULATOR]
asn=12000	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=12000	id=-1  	Main	joined_routing/joined_tsch/total=9/9/10 [ROUTE]
asn=12000	id=-1  	TSCH	Periodic process called for [Node]
asn=12000	id=1   	Main	On periodic timer method called from NullRouting
asn=12000	id=1   	TSCH	stats: {"idle_listen":11952,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":38,"tx_data":9,"tx_data_rx_ack":0}[NODE]
asn=12000	id=2   	Main	On periodic timer method called from NullRouting
asn=12000	id=2   	TSCH	stats: {"idle_listen":1820,"channel_scan":5600,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":8}[NODE]
asn=12000	id=3   	Main	On periodic timer method called from NullRouting
asn=12000	id=3   	TSCH	stats: {"idle_listen":2994,"channel_scan":1477,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":12}[NODE]
asn=12000	id=4   	Main	On periodic timer method called from NullRouting
asn=12000	id=4   	TSCH	stats: {"idle_listen":3002,"channel_scan":1477,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":4}[NODE]
asn=12000	id=5   	Main	On periodic timer method called from NullRouting
asn=12000	id=5   	TSCH	stats: {"idle_listen":1440,"channel_scan":6930,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":8}[NODE]
asn=12000	id=6   	Main	On periodic timer method called from NullRouting
asn=12000	id=6   	TSCH	stats: {"idle_listen":2220,"channel_scan":4221,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":3}[NODE]
asn=12000	id=7   	Main	On periodic timer method called from NullRouting
asn=12000	id=7   	TSCH	stats: {"idle_listen":3001,"channel_scan":1477,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":5}[NODE]
asn=12000	id=8   	Main	On periodic timer method called from NullRouting
asn=12000	id=8   	TSCH	stats: {"idle_listen":0,"channel_scan":11999,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=12000	id=9   	Main	On periodic timer method called from NullRouting
asn=12000	id=9   	TSCH	stats: {"idle_listen":2994,"channel_scan":1477,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":12}[NODE]
asn=12000	id=10  	Main	On periodic timer method called from NullRouting
asn=12000	id=10  	TSCH	stats: {"idle_listen":2624,"channel_scan":2800,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":4}[NODE]
asn=12144	id=8   	Node	scanning on channel=20...[NODE]
asn=12344	id=8   	Node	scanning on channel=26...[NODE]
asn=12444	id=8   	Node	scanning on channel=20...[NODE]
asn=12519	id=2   	App	generate a packet, seqnum=3 for=1 [PACKET_SOURCE]
asn=12519	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=12519	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 3], channel offset=2 [SCHEDULER NEW]
asn=12519	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 3], channel offset=2 timeslot=3 [SCHEDULER NEW]
asn=12519	id=2   	Main	On prepare tx packet method called from NullRouting
asn=12519	id=1   	App	rx app packet seqnum=3 from=2[NODE]
asn=12519	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=3 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=12519	id=2   	Main	On tx method called from NullRouting
asn=12519	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=12525	id=3   	App	generate a packet, seqnum=3 for=1 [PACKET_SOURCE]
asn=12525	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=12525	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 3], channel offset=2 [SCHEDULER NEW]
asn=12525	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 3], channel offset=2 timeslot=4 [SCHEDULER NEW]
asn=12525	id=3   	Main	On prepare tx packet method called from NullRouting
asn=12527	id=1   	App	rx app packet seqnum=3 from=3[NODE]
asn=12527	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=1 seqnum=3 packet buffer: timeslot: 4 channel offset: 2 acked=true, remove packet[NODE]
asn=12527	id=3   	Main	On tx method called from NullRouting
asn=12527	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=12544	id=8   	Node	scanning on channel=25...[NODE]
asn=12548	id=9   	App	generate a packet, seqnum=3 for=1 [PACKET_SOURCE]
asn=12548	id=9   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=12548	id=9   	TSCH	schedule packet [src: 9, dest: 1, seqnum: 3], channel offset=2 [SCHEDULER NEW]
asn=12548	id=9   	TSCH	schedule packet [src: 9, dest: 1, seqnum: 3], channel offset=2 timeslot=4 [SCHEDULER NEW]
asn=12548	id=9   	Main	On prepare tx packet method called from NullRouting
asn=12548	id=9   	Node	tx done from=9 source=9 to=1 destination=1 numtx=1 seqnum=3 packet buffer: timeslot: 4 channel offset: 2 acked=false[NODE]
asn=12555	id=1   	App	rx app packet seqnum=3 from=9[NODE]
asn=12555	id=9   	Node	tx done from=9 source=9 to=1 destination=1 numtx=2 seqnum=3 packet buffer: timeslot: 4 channel offset: 2 acked=true, remove packet[NODE]
asn=12555	id=9   	Main	On tx method called from NullRouting
asn=12555	id=9   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=12586	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=12586	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=12586	id=5   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=12586	id=6   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=12586	id=9   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=12586	id=10  	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=12586	id=1   	Main	On tx method called from NullRouting
asn=12586	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=12640	id=7   	App	generate a packet, seqnum=3 for=1 [PACKET_SOURCE]
asn=12640	id=7   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=12640	id=7   	TSCH	schedule packet [src: 7, dest: 1, seqnum: 3], channel offset=2 [SCHEDULER NEW]
asn=12640	id=7   	TSCH	schedule packet [src: 7, dest: 1, seqnum: 3], channel offset=2 timeslot=2 [SCHEDULER NEW]
asn=12640	id=7   	Main	On prepare tx packet method called from NullRouting
asn=12644	id=8   	Node	scanning on channel=26...[NODE]
asn=12644	id=1   	App	rx app packet seqnum=3 from=7[NODE]
asn=12644	id=7   	Node	tx done from=7 source=7 to=1 destination=1 numtx=1 seqnum=3 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=12644	id=7   	Main	On tx method called from NullRouting
asn=12644	id=7   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=12657	id=10  	App	generate a packet, seqnum=3 for=1 [PACKET_SOURCE]
asn=12657	id=10  	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=12657	id=10  	TSCH	schedule packet [src: 10, dest: 1, seqnum: 3], channel offset=2 [SCHEDULER NEW]
asn=12657	id=10  	TSCH	schedule packet [src: 10, dest: 1, seqnum: 3], channel offset=2 timeslot=5 [SCHEDULER NEW]
asn=12657	id=10  	Main	On prepare tx packet method called from NullRouting
asn=12661	id=1   	App	rx app packet seqnum=3 from=10[NODE]
asn=12661	id=10  	Node	tx done from=10 source=10 to=1 destination=1 numtx=1 seqnum=3 packet buffer: timeslot: 5 channel offset: 2 acked=true, remove packet[NODE]
asn=12661	id=10  	Main	On tx method called from NullRouting
asn=12661	id=10  	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=12682	id=6   	App	generate a packet, seqnum=3 for=1 [PACKET_SOURCE]
asn=12682	id=6   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=12682	id=6   	TSCH	schedule packet [src: 6, dest: 1, seqnum: 3], channel offset=2 [SCHEDULER NEW]
asn=12682	id=6   	TSCH	schedule packet [src: 6, dest: 1, seqnum: 3], channel offset=2 timeslot=1 [SCHEDULER NEW]
asn=12682	id=6   	Main	On prepare tx packet method called from NullRouting
asn=12685	id=1   	App	rx app packet seqnum=3 from=6[NODE]
asn=12685	id=6   	Node	tx done from=6 source=6 to=1 destination=1 numtx=1 seqnum=3 packet buffer: timeslot: 1 channel offset: 2 acked=true, remove packet[NODE]
asn=12685	id=6   	Main	On tx method called from NullRouting
asn=12685	id=6   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=12744	id=8   	Node	scanning on channel=15...[NODE]
asn=12818	id=4   	App	generate a packet, seqnum=3 for=1 [PACKET_SOURCE]
asn=12818	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=12818	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 3], channel offset=2 [SCHEDULER NEW]
asn=12818	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 3], channel offset=2 timeslot=5 [SCHEDULER NEW]
asn=12818	id=4   	Main	On prepare tx packet method called from NullRouting
asn=12822	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=3 packet buffer: timeslot: 5 channel offset: 2 acked=false[NODE]
asn=12843	id=1   	App	rx app packet seqnum=3 from=4[NODE]
asn=12843	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=2 seqnum=3 packet buffer: timeslot: 5 channel offset: 2 acked=true, remove packet[NODE]
asn=12843	id=4   	Main	On tx method called from NullRouting
asn=12843	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=12845	id=8   	Node	scanning on channel=20...[NODE]
asn=12946	id=8   	Node	scanning on channel=26...[NODE]
asn=13067	id=9   	App	generate a packet, seqnum=4 for=1 [PACKET_SOURCE]
asn=13067	id=9   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=13067	id=9   	TSCH	schedule packet [src: 9, dest: 1, seqnum: 4], channel offset=2 [SCHEDULER NEW]
asn=13067	id=9   	TSCH	schedule packet [src: 9, dest: 1, seqnum: 4], channel offset=2 timeslot=4 [SCHEDULER NEW]
asn=13067	id=9   	Main	On prepare tx packet method called from NullRouting
asn=13073	id=1   	App	rx app packet seqnum=4 from=9[NODE]
asn=13073	id=9   	Node	tx done from=9 source=9 to=1 destination=1 numtx=1 seqnum=4 packet buffer: timeslot: 4 channel offset: 2 acked=true, remove packet[NODE]
asn=13073	id=9   	Main	On tx method called from NullRouting
asn=13073	id=9   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=13148	id=8   	Node	scanning on channel=25...[NODE]
asn=13166	id=3   	App	generate a packet, seqnum=4 for=1 [PACKET_SOURCE]
asn=13166	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=13166	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 4], channel offset=2 [SCHEDULER NEW]
asn=13166	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 4], channel offset=2 timeslot=4 [SCHEDULER NEW]
asn=13166	id=3   	Main	On prepare tx packet method called from NullRouting
asn=13171	id=1   	App	rx app packet seqnum=4 from=3[NODE]
asn=13171	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=1 seqnum=4 packet buffer: timeslot: 4 channel offset: 2 acked=true, remove packet[NODE]
asn=13171	id=3   	Main	On tx method called from NullRouting
asn=13171	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=13249	id=8   	Node	scanning on channel=20...[NODE]
asn=13269	id=4   	App	generate a packet, seqnum=4 for=1 [PACKET_SOURCE]
asn=13269	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=13269	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 4], channel offset=2 [SCHEDULER NEW]
asn=13269	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 4], channel offset=2 timeslot=5 [SCHEDULER NEW]
asn=13269	id=4   	Main	On prepare tx packet method called from NullRouting
asn=13270	id=1   	App	rx app packet seqnum=4 from=4[NODE]
asn=13270	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=4 packet buffer: timeslot: 5 channel offset: 2 acked=false[NODE]
asn=13277	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=2 seqnum=4 packet buffer: timeslot: 5 channel offset: 2 acked=true, remove packet[NODE]
asn=13277	id=4   	Main	On tx method called from NullRouting
asn=13277	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=13292	id=7   	App	generate a packet, seqnum=4 for=1 [PACKET_SOURCE]
asn=13292	id=7   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=13292	id=7   	TSCH	schedule packet [src: 7, dest: 1, seqnum: 4], channel offset=2 [SCHEDULER NEW]
asn=13292	id=7   	TSCH	schedule packet [src: 7, dest: 1, seqnum: 4], channel offset=2 timeslot=2 [SCHEDULER NEW]
asn=13292	id=7   	Main	On prepare tx packet method called from NullRouting
asn=13295	id=1   	App	rx app packet seqnum=4 from=7[NODE]
asn=13295	id=7   	Node	tx done from=7 source=7 to=1 destination=1 numtx=1 seqnum=4 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=13295	id=7   	Main	On tx method called from NullRouting
asn=13295	id=7   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=13334	id=5   	App	generate a packet, seqnum=3 for=1 [PACKET_SOURCE]
asn=13334	id=5   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=13334	id=5   	TSCH	schedule packet [src: 5, dest: 1, seqnum: 3], channel offset=2 [SCHEDULER NEW]
asn=13334	id=5   	TSCH	schedule packet [src: 5, dest: 1, seqnum: 3], channel offset=2 timeslot=6 [SCHEDULER NEW]
asn=13334	id=5   	Main	On prepare tx packet method called from NullRouting
asn=13334	id=5   	Node	tx done from=5 source=5 to=1 destination=1 numtx=1 seqnum=3 packet buffer: timeslot: 6 channel offset: 2 acked=false[NODE]
asn=13348	id=5   	Node	tx done from=5 source=5 to=1 destination=1 numtx=2 seqnum=3 packet buffer: timeslot: 6 channel offset: 2 acked=false[NODE]
asn=13376	id=1   	App	rx app packet seqnum=3 from=5[NODE]
asn=13376	id=5   	Node	tx done from=5 source=5 to=1 destination=1 numtx=3 seqnum=3 packet buffer: timeslot: 6 channel offset: 2 acked=true, remove packet[NODE]
asn=13376	id=5   	Main	On tx method called from NullRouting
asn=13376	id=5   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=13451	id=8   	Node	scanning on channel=26...[NODE]
asn=13552	id=8   	Node	scanning on channel=25...[NODE]
asn=13689	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=13754	id=8   	Node	scanning on channel=15...[NODE]
asn=13782	id=6   	App	generate a packet, seqnum=4 for=1 [PACKET_SOURCE]
asn=13782	id=6   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=13782	id=6   	TSCH	schedule packet [src: 6, dest: 1, seqnum: 4], channel offset=2 [SCHEDULER NEW]
asn=13782	id=6   	TSCH	schedule packet [src: 6, dest: 1, seqnum: 4], channel offset=2 timeslot=1 [SCHEDULER NEW]
asn=13782	id=6   	Main	On prepare tx packet method called from NullRouting
asn=13784	id=6   	Node	tx done from=6 source=6 to=1 destination=1 numtx=1 seqnum=4 packet buffer: timeslot: 1 channel offset: 2 acked=false[NODE]
asn=13791	id=1   	App	rx app packet seqnum=4 from=6[NODE]
asn=13791	id=6   	Node	tx done from=6 source=6 to=1 destination=1 numtx=2 seqnum=4 packet buffer: timeslot: 1 channel offset: 2 acked=true, remove packet[NODE]
asn=13791	id=6   	Main	On tx method called from NullRouting
asn=13791	id=6   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=13851	id=10  	App	generate a packet, seqnum=4 for=1 [PACKET_SOURCE]
asn=13851	id=10  	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=13851	id=10  	TSCH	schedule packet [src: 10, dest: 1, seqnum: 4], channel offset=2 [SCHEDULER NEW]
asn=13851	id=10  	TSCH	schedule packet [src: 10, dest: 1, seqnum: 4], channel offset=2 timeslot=5 [SCHEDULER NEW]
asn=13851	id=10  	Main	On prepare tx packet method called from NullRouting
asn=13851	id=10  	Node	tx done from=10 source=10 to=1 destination=1 numtx=1 seqnum=4 packet buffer: timeslot: 5 channel offset: 2 acked=false[NODE]
asn=13855	id=8   	Node	scanning on channel=25...[NODE]
asn=13872	id=10  	Node	tx done from=10 source=10 to=1 destination=1 numtx=2 seqnum=4 packet buffer: timeslot: 5 channel offset: 2 acked=false[NODE]
asn=13885	id=2   	App	generate a packet, seqnum=4 for=1 [PACKET_SOURCE]
asn=13885	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=13885	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 4], channel offset=2 [SCHEDULER NEW]
asn=13885	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 4], channel offset=2 timeslot=3 [SCHEDULER NEW]
asn=13885	id=2   	Main	On prepare tx packet method called from NullRouting
asn=13891	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=4 packet buffer: timeslot: 3 channel offset: 2 acked=false[NODE]
asn=13900	id=1   	App	rx app packet seqnum=4 from=10[NODE]
asn=13900	id=10  	Node	tx done from=10 source=10 to=1 destination=1 numtx=3 seqnum=4 packet buffer: timeslot: 5 channel offset: 2 acked=false[NODE]
asn=13912	id=1   	App	rx app packet seqnum=4 from=2[NODE]
asn=13912	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=2 seqnum=4 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=13912	id=2   	Main	On tx method called from NullRouting
asn=13912	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=13949	id=10  	Node	tx done from=10 source=10 to=1 destination=1 numtx=4 seqnum=4 packet buffer: timeslot: 5 channel offset: 2 acked=true, remove packet[NODE]
asn=13949	id=10  	Main	On tx method called from NullRouting
asn=13949	id=10  	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=13956	id=8   	Node	scanning on channel=26...[NODE]
asn=14057	id=8   	Node	scanning on channel=20...[NODE]
asn=14144	id=7   	App	generate a packet, seqnum=5 for=1 [PACKET_SOURCE]
asn=14144	id=7   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=14144	id=7   	TSCH	schedule packet [src: 7, dest: 1, seqnum: 5], channel offset=2 [SCHEDULER NEW]
asn=14144	id=7   	TSCH	schedule packet [src: 7, dest: 1, seqnum: 5], channel offset=2 timeslot=2 [SCHEDULER NEW]
asn=14144	id=7   	Main	On prepare tx packet method called from NullRouting
asn=14147	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=14147	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=14147	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=14147	id=5   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=14147	id=6   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=14147	id=8   	Node	add neighbor id=1 [NODE]
asn=14147	id=8   	Node	Add_route called from ensure neighbor
asn=14147	id=8   	TSCH	joined/associated at 141.47 on receiving an EB packet from 1[NODE]
asn=14147	id=8   	TSCH	Node has joined TSCH in TSCH Associate [NODE]
asn=14147	id=8   	Node	update time source called [NODE]
asn=14147	id=8   	Main	On new time source method called from NullRouting
asn=14147	id=8   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=14147	id=8   	Node	Start method called from NullRouting for 8
asn=14147	id=8   	Node	File Read successfully
asn=14147	id=8   	Node	File loaded into struct successfully
asn=14147	id=8   	Node	Reading routes for Node 8
asn=14147	id=8   	Node	Destination = 1, Nexthop = 1
asn=14147	id=8   	Node	Route added to destination node id: 1 through next hop node id: 1 in the routing table of node: 8
asn=14147	id=8   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=14147	id=8   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=14147	id=10  	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=14147	id=1   	Main	On tx method called from NullRouting
asn=14147	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=14149	id=1   	App	rx app packet seqnum=5 from=7[NODE]
asn=14149	id=7   	Node	tx done from=7 source=7 to=1 destination=1 numtx=1 seqnum=5 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=14149	id=7   	Main	On tx method called from NullRouting
asn=14149	id=7   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=14286	id=8   	App	generate a packet, seqnum=1 for=1 [PACKET_SOURCE]
asn=14286	id=8   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=14286	id=8   	TSCH	schedule packet [src: 8, dest: 1, seqnum: 1], channel offset=2 [SCHEDULER NEW]
