asn=0    	id=-1  	Main	copying configuration file /home/tegsingh/RR/tsch-sim/examples/hierarchical/config.json to output directory /home/tegsingh/RR/tsch-sim/results/2021-07-30_22-10-10/config.json[MAIN]
asn=11460	id=7   	Node	tx done to=2 numtx=2 acked=false[NODE]
asn=11477	id=4   	Node	scanning on channel=26...[NODE]
asn=11511	id=7   	Node	tx done to=2 numtx=3 acked=true, remove packet[NODE]
asn=11511	id=7   	Main	On tx method called from NullRouting
asn=11514	id=4   	Node	add neighbor id=1
asn=11514	id=4   	Node	Add_route called from ensure neighbor
asn=11514	id=4   	TSCH	joined/associated at 115.14 on receiving an EB packet from 1[NODE]
asn=11514	id=4   	TSCH	Node has joined TSCH in TSCH Associate [NODE]
asn=11514	id=4   	Node	update time source called [NODE]
asn=11514	id=4   	Main	On new time source method called from NullRouting
asn=11514	id=4   	TSCH	Orchestra: new time source 1
asn=11514	id=4   	TSCH	Orchestra: storing mode: add uc cell to 1, timeslot=1
asn=11514	id=4   	Node	Start method called from NullRouting for 4
asn=11514	id=4   	Node	File Read successfully
asn=11514	id=4   	Node	File loaded into struct successfully
asn=11514	id=4   	Node	Reading routes for Node 4
asn=11514	id=4   	Node	Destination = 1, Nexthop = 1
asn=11514	id=4   	Node	Route added to destination node id: 1 through next hop node id: 1 in the routing table of node: 4
asn=11514	id=4   	TSCH	Orchestra: child added 1
asn=11514	id=4   	TSCH	Orchestra: storing mode: add uc cell to 1, timeslot=1
asn=11514	id=1   	Main	On tx method called from NullRouting
asn=11515	id=2   	Main	On tx method called from NullRouting
asn=11516	id=3   	Main	On tx method called from NullRouting
asn=11577	id=3   	App	generate a packet, seqnum=2 for=1 [PACKET_SOURCE]
asn=11577	id=3   	Main	On prepare tx packet method called from NullRouting
asn=11578	id=1   	App	rx app packet seqnum=2 from=3[NODE]
asn=11578	id=3   	Node	tx done to=1 numtx=1 acked=false[NODE]
asn=11595	id=3   	Node	tx done to=1 numtx=2 acked=true, remove packet[NODE]
asn=11595	id=3   	Main	On tx method called from NullRouting
asn=11687	id=10  	App	generate a packet, seqnum=2 for=1 [PACKET_SOURCE]
asn=11687	id=10  	Main	On prepare tx packet method called from NullRouting
asn=11700	id=4   	Node	add neighbor id=10
asn=11700	id=4   	Node	Add_route called from ensure neighbor
asn=11700	id=4   	Main	On prepare tx packet method called from NullRouting
asn=11700	id=10  	Node	tx done to=4 numtx=1 acked=true, remove packet[NODE]
asn=11700	id=10  	Main	On tx method called from NullRouting
asn=11714	id=1   	Node	add neighbor id=4
asn=11714	id=1   	Node	Add_route called from ensure neighbor
asn=11714	id=1   	App	rx app packet seqnum=2 from=10[NODE]
asn=11714	id=4   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=11714	id=4   	Main	On tx method called from NullRouting
asn=11828	id=8   	App	generate a packet, seqnum=2 for=1 [PACKET_SOURCE]
asn=11828	id=8   	Main	On prepare tx packet method called from NullRouting
asn=11835	id=3   	Main	On prepare tx packet method called from NullRouting
asn=11835	id=8   	Node	tx done to=3 numtx=1 acked=false[NODE]
asn=11850	id=1   	App	rx app packet seqnum=2 from=8[NODE]
asn=11850	id=3   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=11850	id=3   	Main	On tx method called from NullRouting
asn=11859	id=4   	App	generate a packet, seqnum=1 for=1 [PACKET_SOURCE]
asn=11859	id=4   	Main	On prepare tx packet method called from NullRouting
asn=11867	id=1   	App	rx app packet seqnum=1 from=4[NODE]
asn=11867	id=4   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=11867	id=4   	Main	On tx method called from NullRouting
asn=11869	id=8   	Node	tx done to=3 numtx=2 acked=false[NODE]
asn=11886	id=8   	Node	tx done to=3 numtx=3 acked=true, remove packet[NODE]
asn=11886	id=8   	Main	On tx method called from NullRouting
asn=11914	id=4   	Main	On tx method called from NullRouting
asn=11956	id=7   	App	generate a packet, seqnum=2 for=1 [PACKET_SOURCE]
asn=11956	id=7   	Main	On prepare tx packet method called from NullRouting
asn=11971	id=3   	Main	On prepare tx packet method called from NullRouting
asn=11971	id=7   	Node	tx done to=3 numtx=1 acked=true, remove packet[NODE]
asn=11971	id=7   	Main	On tx method called from NullRouting
asn=11986	id=1   	App	rx app packet seqnum=2 from=7[NODE]
asn=11986	id=3   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=11986	id=3   	Main	On tx method called from NullRouting
asn=12000	id=-1  	Main	120 seconds, progress 20.00%[SIMULATOR]
asn=12000	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=12000	id=-1  	Main	joined_routing/joined_tsch/total=10/10/10 [ROUTE]
asn=12000	id=-1  	TSCH	Periodic process called for [Node]
asn=12000	id=1   	Main	On periodic timer method called from NullRouting
asn=12000	id=1   	TSCH	stats: {"idle_listen":1048,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":20,"tx_data":6,"tx_data_rx_ack":0}[NODE]
asn=12000	id=2   	Main	On periodic timer method called from NullRouting
asn=12000	id=2   	TSCH	stats: {"idle_listen":1080,"channel_scan":1,"rx_data":0,"rx_data_tx_ack":14,"tx_data":8,"tx_data_rx_ack":9}[NODE]
asn=12000	id=3   	Main	On periodic timer method called from NullRouting
asn=12000	id=3   	TSCH	stats: {"idle_listen":799,"channel_scan":3177,"rx_data":0,"rx_data_tx_ack":7,"tx_data":7,"tx_data_rx_ack":13}[NODE]
asn=12000	id=4   	Main	On periodic timer method called from NullRouting
asn=12000	id=4   	TSCH	stats: {"idle_listen":43,"channel_scan":11514,"rx_data":0,"rx_data_tx_ack":1,"tx_data":1,"tx_data_rx_ack":2}[NODE]
asn=12000	id=5   	Main	On periodic timer method called from NullRouting
asn=12000	id=5   	TSCH	stats: {"idle_listen":770,"channel_scan":3576,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":3}[NODE]
asn=12000	id=6   	Main	On periodic timer method called from NullRouting
asn=12000	id=6   	TSCH	stats: {"idle_listen":989,"channel_scan":1193,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":6}[NODE]
asn=12000	id=7   	Main	On periodic timer method called from NullRouting
asn=12000	id=7   	TSCH	stats: {"idle_listen":879,"channel_scan":2384,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":7}[NODE]
asn=12000	id=8   	Main	On periodic timer method called from NullRouting
asn=12000	id=8   	TSCH	stats: {"idle_listen":990,"channel_scan":1193,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":7}[NODE]
asn=12000	id=9   	Main	On periodic timer method called from NullRouting
asn=12000	id=9   	TSCH	stats: {"idle_listen":990,"channel_scan":1193,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":11}[NODE]
asn=12000	id=10  	Main	On periodic timer method called from NullRouting
asn=12000	id=10  	TSCH	stats: {"idle_listen":661,"channel_scan":4767,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":10}[NODE]
asn=12098	id=7   	App	generate a packet, seqnum=3 for=1 [PACKET_SOURCE]
asn=12098	id=7   	Main	On prepare tx packet method called from NullRouting
asn=12107	id=3   	Main	On prepare tx packet method called from NullRouting
asn=12107	id=7   	Node	tx done to=3 numtx=1 acked=true, remove packet[NODE]
asn=12107	id=7   	Main	On tx method called from NullRouting
asn=12122	id=1   	App	rx app packet seqnum=3 from=7[NODE]
asn=12122	id=3   	Node	tx done to=1 numtx=1 acked=false[NODE]
asn=12141	id=2   	App	generate a packet, seqnum=3 for=1 [PACKET_SOURCE]
asn=12141	id=2   	Main	On prepare tx packet method called from NullRouting
asn=12156	id=2   	Node	tx done to=1 numtx=1 acked=false[NODE]
asn=12156	id=3   	Node	tx done to=1 numtx=2 acked=false[NODE]
asn=12202	id=3   	App	generate a packet, seqnum=3 for=1 [PACKET_SOURCE]
asn=12202	id=3   	Main	On prepare tx packet method called from NullRouting
asn=12222	id=4   	App	generate a packet, seqnum=2 for=1 [PACKET_SOURCE]
asn=12222	id=4   	Main	On prepare tx packet method called from NullRouting
asn=12224	id=2   	Node	tx done to=1 numtx=2 acked=false[NODE]
asn=12224	id=3   	Node	tx done to=1 numtx=3 acked=false[NODE]
asn=12224	id=4   	Node	tx done to=1 numtx=1 acked=false[NODE]
asn=12258	id=2   	Node	tx done to=1 numtx=3 acked=false[NODE]
asn=12258	id=4   	Node	tx done to=1 numtx=2 acked=false[NODE]
asn=12275	id=3   	Node	tx done to=1 numtx=4 acked=true, remove packet[NODE]
asn=12275	id=3   	Main	On tx method called from NullRouting
asn=12292	id=1   	App	rx app packet seqnum=3 from=3[NODE]
asn=12292	id=3   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=12292	id=3   	Main	On tx method called from NullRouting
asn=12309	id=4   	Node	tx done to=1 numtx=3 acked=false[NODE]
asn=12326	id=1   	App	rx app packet seqnum=3 from=2[NODE]
asn=12326	id=2   	Node	tx done to=1 numtx=4 acked=true, remove packet[NODE]
asn=12326	id=2   	Main	On tx method called from NullRouting
asn=12343	id=1   	App	rx app packet seqnum=2 from=4[NODE]
asn=12343	id=4   	Node	tx done to=1 numtx=4 acked=true, remove packet[NODE]
asn=12343	id=4   	Main	On tx method called from NullRouting
asn=12435	id=6   	App	generate a packet, seqnum=3 for=1 [PACKET_SOURCE]
asn=12435	id=6   	Main	On prepare tx packet method called from NullRouting
asn=12446	id=6   	Node	tx done to=2 numtx=1 acked=false[NODE]
asn=12480	id=2   	Main	On prepare tx packet method called from NullRouting
asn=12480	id=6   	Node	tx done to=2 numtx=2 acked=true, remove packet[NODE]
asn=12480	id=6   	Main	On tx method called from NullRouting
asn=12496	id=1   	App	rx app packet seqnum=3 from=6[NODE]
asn=12496	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=12496	id=2   	Main	On tx method called from NullRouting
asn=12582	id=5   	Node	send keepalive packet to=3[NODE]
asn=12582	id=5   	Main	On prepare tx packet method called from NullRouting
asn=12583	id=5   	Node	tx done to=3 numtx=1 acked=true, remove packet[NODE]
asn=12583	id=5   	Main	On tx method called from NullRouting
asn=12669	id=8   	App	generate a packet, seqnum=3 for=1 [PACKET_SOURCE]
asn=12669	id=8   	Main	On prepare tx packet method called from NullRouting
asn=12685	id=8   	Node	tx done to=3 numtx=1 acked=false[NODE]
asn=12691	id=9   	App	generate a packet, seqnum=2 for=1 [PACKET_SOURCE]
asn=12691	id=9   	Main	On prepare tx packet method called from NullRouting
asn=12703	id=9   	Node	tx done to=4 numtx=1 acked=false[NODE]
asn=12719	id=8   	Node	tx done to=3 numtx=2 acked=false[NODE]
asn=12754	id=9   	Node	tx done to=4 numtx=2 acked=false[NODE]
asn=12770	id=3   	Main	On prepare tx packet method called from NullRouting
asn=12770	id=8   	Node	tx done to=3 numtx=3 acked=true, remove packet[NODE]
asn=12770	id=8   	Main	On tx method called from NullRouting
asn=12785	id=1   	App	rx app packet seqnum=3 from=8[NODE]
asn=12785	id=3   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=12785	id=3   	Main	On tx method called from NullRouting
asn=12805	id=4   	Node	add neighbor id=9
asn=12805	id=4   	Node	Add_route called from ensure neighbor
asn=12805	id=4   	Main	On prepare tx packet method called from NullRouting
asn=12805	id=9   	Node	tx done to=4 numtx=3 acked=true, remove packet[NODE]
asn=12805	id=9   	Main	On tx method called from NullRouting
asn=12819	id=4   	Node	tx done to=1 numtx=1 acked=false[NODE]
asn=12853	id=1   	App	rx app packet seqnum=2 from=9[NODE]
asn=12853	id=4   	Node	tx done to=1 numtx=2 acked=true, remove packet[NODE]
asn=12853	id=4   	Main	On tx method called from NullRouting
asn=13102	id=1   	Main	On tx method called from NullRouting
asn=13103	id=2   	Main	On tx method called from NullRouting
asn=13104	id=3   	Main	On tx method called from NullRouting
asn=13105	id=4   	Main	On tx method called from NullRouting
asn=13392	id=8   	App	generate a packet, seqnum=4 for=1 [PACKET_SOURCE]
asn=13392	id=8   	Main	On prepare tx packet method called from NullRouting
asn=13399	id=3   	Main	On prepare tx packet method called from NullRouting
asn=13399	id=8   	Node	tx done to=3 numtx=1 acked=true, remove packet[NODE]
asn=13399	id=8   	Main	On tx method called from NullRouting
asn=13414	id=3   	Node	tx done to=1 numtx=1 acked=false[NODE]
asn=13442	id=6   	App	generate a packet, seqnum=4 for=1 [PACKET_SOURCE]
asn=13442	id=6   	Main	On prepare tx packet method called from NullRouting
asn=13448	id=1   	App	rx app packet seqnum=4 from=8[NODE]
asn=13448	id=3   	Node	tx done to=1 numtx=2 acked=false[NODE]
asn=13449	id=2   	Main	On prepare tx packet method called from NullRouting
asn=13449	id=6   	Node	tx done to=2 numtx=1 acked=true, remove packet[NODE]
asn=13449	id=6   	Main	On tx method called from NullRouting
asn=13465	id=1   	App	rx app packet seqnum=4 from=6[NODE]
asn=13465	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=13465	id=2   	Main	On tx method called from NullRouting
asn=13550	id=3   	Node	tx done to=1 numtx=3 acked=true, remove packet[NODE]
asn=13550	id=3   	Main	On tx method called from NullRouting
asn=13587	id=3   	App	generate a packet, seqnum=4 for=1 [PACKET_SOURCE]
asn=13587	id=3   	Main	On prepare tx packet method called from NullRouting
asn=13590	id=9   	App	generate a packet, seqnum=3 for=1 [PACKET_SOURCE]
asn=13590	id=9   	Main	On prepare tx packet method called from NullRouting
asn=13601	id=1   	App	rx app packet seqnum=4 from=3[NODE]
asn=13601	id=3   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=13601	id=3   	Main	On tx method called from NullRouting
asn=13604	id=4   	Main	On prepare tx packet method called from NullRouting
asn=13604	id=9   	Node	tx done to=4 numtx=1 acked=true, remove packet[NODE]
asn=13604	id=9   	Main	On tx method called from NullRouting
asn=13618	id=1   	App	rx app packet seqnum=3 from=9[NODE]
asn=13618	id=4   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=13618	id=4   	Main	On tx method called from NullRouting
asn=13693	id=7   	App	generate a packet, seqnum=4 for=1 [PACKET_SOURCE]
asn=13693	id=7   	Main	On prepare tx packet method called from NullRouting
asn=13705	id=3   	Main	On prepare tx packet method called from NullRouting
asn=13705	id=7   	Node	tx done to=3 numtx=1 acked=true, remove packet[NODE]
asn=13705	id=7   	Main	On tx method called from NullRouting
asn=13720	id=1   	App	rx app packet seqnum=4 from=7[NODE]
asn=13720	id=3   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=13720	id=3   	Main	On tx method called from NullRouting
asn=13772	id=10  	Node	send keepalive packet to=3[NODE]
asn=13772	id=10  	Main	On prepare tx packet method called from NullRouting
asn=13773	id=10  	Node	tx done to=3 numtx=1 acked=true, remove packet[NODE]
asn=13773	id=10  	Main	On tx method called from NullRouting
asn=13888	id=4   	App	generate a packet, seqnum=3 for=1 [PACKET_SOURCE]
asn=13888	id=4   	Main	On prepare tx packet method called from NullRouting
asn=13890	id=1   	App	rx app packet seqnum=3 from=4[NODE]
asn=13890	id=4   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=13890	id=4   	Main	On tx method called from NullRouting
asn=14293	id=1   	Main	On tx method called from NullRouting
asn=14294	id=2   	Main	On tx method called from NullRouting
asn=14318	id=6   	App	generate a packet, seqnum=5 for=1 [PACKET_SOURCE]
asn=14318	id=6   	Main	On prepare tx packet method called from NullRouting
asn=14333	id=2   	Main	On prepare tx packet method called from NullRouting
asn=14333	id=6   	Node	tx done to=2 numtx=1 acked=true, remove packet[NODE]
asn=14333	id=6   	Main	On tx method called from NullRouting
asn=14349	id=1   	App	rx app packet seqnum=5 from=6[NODE]
asn=14349	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=14349	id=2   	Main	On tx method called from NullRouting
asn=14392	id=7   	App	generate a packet, seqnum=5 for=1 [PACKET_SOURCE]
asn=14392	id=7   	Main	On prepare tx packet method called from NullRouting
asn=14402	id=7   	Node	tx done to=3 numtx=1 acked=false[NODE]
asn=14419	id=3   	Main	On prepare tx packet method called from NullRouting
asn=14419	id=7   	Node	tx done to=3 numtx=2 acked=true, remove packet[NODE]
asn=14419	id=7   	Main	On tx method called from NullRouting
asn=14434	id=1   	App	rx app packet seqnum=5 from=7[NODE]
asn=14434	id=3   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=14434	id=3   	Main	On tx method called from NullRouting
asn=14617	id=8   	App	generate a packet, seqnum=5 for=1 [PACKET_SOURCE]
asn=14617	id=8   	Main	On prepare tx packet method called from NullRouting
asn=14623	id=3   	App	generate a packet, seqnum=5 for=1 [PACKET_SOURCE]
asn=14623	id=3   	Main	On prepare tx packet method called from NullRouting
asn=14623	id=3   	Main	On prepare tx packet method called from NullRouting
asn=14623	id=8   	Node	tx done to=3 numtx=1 acked=false[NODE]
asn=14638	id=1   	App	rx app packet seqnum=5 from=3[NODE]
asn=14638	id=3   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=14638	id=3   	Main	On tx method called from NullRouting
asn=14640	id=8   	Node	tx done to=3 numtx=2 acked=true, remove packet[NODE]
asn=14640	id=8   	Main	On tx method called from NullRouting
asn=14655	id=1   	App	rx app packet seqnum=5 from=8[NODE]
asn=14655	id=3   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=14655	id=3   	Main	On tx method called from NullRouting
asn=14692	id=3   	Main	On tx method called from NullRouting
asn=14693	id=4   	Main	On tx method called from NullRouting
asn=14822	id=9   	App	generate a packet, seqnum=4 for=1 [PACKET_SOURCE]
asn=14822	id=9   	Main	On prepare tx packet method called from NullRouting
asn=14828	id=9   	Node	tx done to=4 numtx=1 acked=false[NODE]
asn=14862	id=4   	Main	On prepare tx packet method called from NullRouting
asn=14862	id=9   	Node	tx done to=4 numtx=2 acked=true, remove packet[NODE]
asn=14862	id=9   	Main	On tx method called from NullRouting
asn=14876	id=1   	App	rx app packet seqnum=4 from=9[NODE]
asn=14876	id=4   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=14876	id=4   	Main	On tx method called from NullRouting
asn=14902	id=4   	App	generate a packet, seqnum=4 for=1 [PACKET_SOURCE]
asn=14902	id=4   	Main	On prepare tx packet method called from NullRouting
asn=14910	id=1   	App	rx app packet seqnum=4 from=4[NODE]
asn=14910	id=4   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=14910	id=4   	Main	On tx method called from NullRouting
asn=15303	id=3   	App	generate a packet, seqnum=6 for=1 [PACKET_SOURCE]
asn=15303	id=3   	Main	On prepare tx packet method called from NullRouting
asn=15318	id=1   	App	rx app packet seqnum=6 from=3[NODE]
asn=15318	id=3   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=15318	id=3   	Main	On tx method called from NullRouting
asn=15335	id=9   	App	generate a packet, seqnum=5 for=1 [PACKET_SOURCE]
asn=15335	id=9   	Main	On prepare tx packet method called from NullRouting
asn=15338	id=4   	Main	On prepare tx packet method called from NullRouting
asn=15338	id=9   	Node	tx done to=4 numtx=1 acked=true, remove packet[NODE]
asn=15338	id=9   	Main	On tx method called from NullRouting
asn=15352	id=1   	App	rx app packet seqnum=5 from=9[NODE]
asn=15352	id=4   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=15352	id=4   	Main	On tx method called from NullRouting
asn=15596	id=4   	App	generate a packet, seqnum=5 for=1 [PACKET_SOURCE]
asn=15596	id=4   	Main	On prepare tx packet method called from NullRouting
asn=15607	id=1   	App	rx app packet seqnum=5 from=4[NODE]
asn=15607	id=4   	Node	tx done to=1 numtx=1 acked=false[NODE]
asn=15641	id=4   	Node	tx done to=1 numtx=2 acked=true, remove packet[NODE]
asn=15641	id=4   	Main	On tx method called from NullRouting
asn=15702	id=7   	App	generate a packet, seqnum=6 for=1 [PACKET_SOURCE]
asn=15702	id=7   	Main	On prepare tx packet method called from NullRouting
asn=15711	id=3   	Main	On prepare tx packet method called from NullRouting
asn=15711	id=7   	Node	tx done to=3 numtx=1 acked=true, remove packet[NODE]
asn=15711	id=7   	Main	On tx method called from NullRouting
asn=15726	id=1   	App	rx app packet seqnum=6 from=7[NODE]
asn=15726	id=3   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=15726	id=3   	Main	On tx method called from NullRouting
asn=15811	id=6   	App	generate a packet, seqnum=6 for=1 [PACKET_SOURCE]
asn=15811	id=6   	Main	On prepare tx packet method called from NullRouting
asn=15812	id=2   	Main	On prepare tx packet method called from NullRouting
asn=15812	id=6   	Node	tx done to=2 numtx=1 acked=true, remove packet[NODE]
asn=15812	id=6   	Main	On tx method called from NullRouting
asn=15828	id=1   	App	rx app packet seqnum=6 from=6[NODE]
asn=15828	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=15828	id=2   	Main	On tx method called from NullRouting
asn=15881	id=1   	Main	On tx method called from NullRouting
asn=15882	id=2   	Main	On tx method called from NullRouting
asn=15883	id=3   	Main	On tx method called from NullRouting
asn=16182	id=4   	App	generate a packet, seqnum=6 for=1 [PACKET_SOURCE]
asn=16182	id=4   	Main	On prepare tx packet method called from NullRouting
asn=16185	id=1   	App	rx app packet seqnum=6 from=4[NODE]
asn=16185	id=4   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=16185	id=4   	Main	On tx method called from NullRouting
asn=16220	id=8   	Node	send keepalive packet to=2[NODE]
asn=16220	id=8   	Main	On prepare tx packet method called from NullRouting
asn=16220	id=8   	Node	tx done to=2 numtx=1 acked=true, remove packet[NODE]
asn=16220	id=8   	Main	On tx method called from NullRouting
asn=16237	id=9   	Node	send keepalive packet to=2[NODE]
asn=16237	id=9   	Main	On prepare tx packet method called from NullRouting
asn=16237	id=9   	Node	tx done to=2 numtx=1 acked=false[NODE]
asn=16259	id=7   	App	generate a packet, seqnum=7 for=1 [PACKET_SOURCE]
asn=16259	id=7   	Main	On prepare tx packet method called from NullRouting
asn=16262	id=9   	App	generate a packet, seqnum=6 for=1 [PACKET_SOURCE]
asn=16262	id=9   	Main	On prepare tx packet method called from NullRouting
asn=16272	id=3   	Main	On prepare tx packet method called from NullRouting
asn=16272	id=7   	Node	tx done to=3 numtx=1 acked=true, remove packet[NODE]
asn=16272	id=7   	Main	On tx method called from NullRouting
asn=16273	id=4   	Main	On prepare tx packet method called from NullRouting
asn=16273	id=9   	Node	tx done to=4 numtx=1 acked=true, remove packet[NODE]
asn=16273	id=9   	Main	On tx method called from NullRouting
asn=16287	id=3   	Node	tx done to=1 numtx=1 acked=false[NODE]
asn=16287	id=4   	Node	tx done to=1 numtx=1 acked=false[NODE]
asn=16288	id=9   	Node	tx done to=2 numtx=2 acked=true, remove packet[NODE]
asn=16288	id=9   	Main	On tx method called from NullRouting
asn=16321	id=3   	Node	tx done to=1 numtx=2 acked=false[NODE]
asn=16321	id=4   	Node	tx done to=1 numtx=2 acked=false[NODE]
asn=16372	id=1   	App	rx app packet seqnum=6 from=9[NODE]
asn=16372	id=4   	Node	tx done to=1 numtx=3 acked=true, remove packet[NODE]
asn=16372	id=4   	Main	On tx method called from NullRouting
asn=16389	id=1   	App	rx app packet seqnum=7 from=7[NODE]
asn=16389	id=3   	Node	tx done to=1 numtx=3 acked=true, remove packet[NODE]
asn=16389	id=3   	Main	On tx method called from NullRouting
asn=16535	id=3   	App	generate a packet, seqnum=7 for=1 [PACKET_SOURCE]
asn=16535	id=3   	Main	On prepare tx packet method called from NullRouting
asn=16542	id=1   	App	rx app packet seqnum=7 from=3[NODE]
asn=16542	id=3   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=16542	id=3   	Main	On tx method called from NullRouting
asn=16864	id=8   	App	generate a packet, seqnum=6 for=1 [PACKET_SOURCE]
asn=16864	id=8   	Main	On prepare tx packet method called from NullRouting
asn=16867	id=3   	Main	On prepare tx packet method called from NullRouting
asn=16867	id=8   	Node	tx done to=3 numtx=1 acked=true, remove packet[NODE]
asn=16867	id=8   	Main	On tx method called from NullRouting
asn=16882	id=1   	App	rx app packet seqnum=6 from=8[NODE]
asn=16882	id=3   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=16882	id=3   	Main	On tx method called from NullRouting
asn=16927	id=2   	App	generate a packet, seqnum=4 for=1 [PACKET_SOURCE]
asn=16927	id=2   	Main	On prepare tx packet method called from NullRouting
asn=16933	id=1   	App	rx app packet seqnum=4 from=2[NODE]
asn=16933	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=16933	id=2   	Main	On tx method called from NullRouting
asn=17001	id=6   	App	generate a packet, seqnum=7 for=1 [PACKET_SOURCE]
asn=17001	id=6   	Main	On prepare tx packet method called from NullRouting
asn=17002	id=6   	Node	tx done to=2 numtx=1 acked=false[NODE]
asn=17036	id=2   	Main	On prepare tx packet method called from NullRouting
asn=17036	id=6   	Node	tx done to=2 numtx=2 acked=true, remove packet[NODE]
asn=17036	id=6   	Main	On tx method called from NullRouting
asn=17052	id=1   	App	rx app packet seqnum=7 from=6[NODE]
asn=17052	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=17052	id=2   	Main	On tx method called from NullRouting
asn=17469	id=3   	App	generate a packet, seqnum=8 for=1 [PACKET_SOURCE]
asn=17469	id=3   	Main	On prepare tx packet method called from NullRouting
asn=17469	id=1   	Main	On tx method called from NullRouting
asn=17471	id=3   	Main	On tx method called from NullRouting
asn=17477	id=1   	App	rx app packet seqnum=8 from=3[NODE]
asn=17477	id=3   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=17477	id=3   	Main	On tx method called from NullRouting
asn=17512	id=7   	Node	send keepalive packet to=2[NODE]
asn=17512	id=7   	Main	On prepare tx packet method called from NullRouting
asn=17512	id=7   	Node	tx done to=2 numtx=1 acked=false[NODE]
asn=17529	id=7   	Node	tx done to=2 numtx=2 acked=true, remove packet[NODE]
asn=17529	id=7   	Main	On tx method called from NullRouting
asn=17596	id=2   	App	generate a packet, seqnum=5 for=1 [PACKET_SOURCE]
asn=17596	id=2   	Main	On prepare tx packet method called from NullRouting
asn=17596	id=1   	App	rx app packet seqnum=5 from=2[NODE]
asn=17596	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=17596	id=2   	Main	On tx method called from NullRouting
asn=17697	id=8   	App	generate a packet, seqnum=7 for=1 [PACKET_SOURCE]
asn=17697	id=8   	Main	On prepare tx packet method called from NullRouting
asn=17700	id=3   	Main	On prepare tx packet method called from NullRouting
asn=17700	id=8   	Node	tx done to=3 numtx=1 acked=true, remove packet[NODE]
asn=17700	id=8   	Main	On tx method called from NullRouting
asn=17715	id=1   	App	rx app packet seqnum=7 from=8[NODE]
asn=17715	id=3   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=17715	id=3   	Main	On tx method called from NullRouting
asn=17756	id=7   	App	generate a packet, seqnum=8 for=1 [PACKET_SOURCE]
asn=17756	id=7   	Main	On prepare tx packet method called from NullRouting
asn=17768	id=3   	Main	On prepare tx packet method called from NullRouting
asn=17768	id=7   	Node	tx done to=3 numtx=1 acked=true, remove packet[NODE]
asn=17768	id=7   	Main	On tx method called from NullRouting
asn=17783	id=3   	Node	tx done to=1 numtx=1 acked=false[NODE]
asn=17834	id=1   	App	rx app packet seqnum=8 from=7[NODE]
asn=17834	id=3   	Node	tx done to=1 numtx=2 acked=true, remove packet[NODE]
asn=17834	id=3   	Main	On tx method called from NullRouting
asn=18001	id=-1  	Main	180 seconds, progress 30.00%[SIMULATOR]
asn=18001	id=-1  	Main	periodic route processing for all nodes [ROUTE]
