asn=0    	id=-1  	Main	copying configuration file /home/tegsingh/tsch-sim/examples/line/config.json to output directory /home/tegsingh/tsch-sim/results/2021-08-03_20-42-46/config.json[MAIN]
asn=40167	id=7   	Node	scanning on channel=25...[NODE]
asn=40167	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=40174	id=10  	Node	scanning on channel=26...[NODE]
asn=40247	id=5   	Node	scanning on channel=26...[NODE]
asn=40268	id=8   	Node	scanning on channel=26...[NODE]
asn=40275	id=10  	Node	scanning on channel=25...[NODE]
asn=40341	id=6   	Node	scanning on channel=26...[NODE]
asn=40343	id=3   	App	generate a packet, seqnum=26 for=1 [PACKET_SOURCE]
asn=40343	id=3   	Main	On prepare tx packet method called from NullRouting
asn=40343	id=2   	Main	On prepare tx packet method called from NullRouting
asn=40343	id=3   	Node	tx done to=2 numtx=1 acked=true, remove packet[NODE]
asn=40343	id=3   	Main	On tx method called from NullRouting
asn=40348	id=5   	Node	scanning on channel=20...[NODE]
asn=40359	id=1   	App	rx app packet seqnum=26 from=3[NODE]
asn=40359	id=2   	Node	tx done to=1 numtx=1 acked=false[NODE]
asn=40369	id=7   	Node	scanning on channel=26...[NODE]
asn=40369	id=8   	Node	scanning on channel=20...[NODE]
asn=40404	id=2   	App	generate a packet, seqnum=30 for=1 [PACKET_SOURCE]
asn=40404	id=2   	Main	On prepare tx packet method called from NullRouting
asn=40410	id=2   	Node	tx done to=1 numtx=2 acked=false[NODE]
asn=40442	id=6   	Node	scanning on channel=25...[NODE]
asn=40470	id=7   	Node	scanning on channel=15...[NODE]
asn=40472	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=40477	id=10  	Node	scanning on channel=26...[NODE]
asn=40495	id=2   	Node	tx done to=1 numtx=3 acked=false[NODE]
asn=40496	id=2   	Main	On tx method called from NullRouting
asn=40498	id=4   	Main	On tx method called from NullRouting
asn=40517	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=40531	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=40543	id=6   	Node	scanning on channel=20...[NODE]
asn=40571	id=7   	Node	scanning on channel=26...[NODE]
asn=40571	id=8   	Node	scanning on channel=15...[NODE]
asn=40584	id=4   	App	generate a packet, seqnum=11 for=1 [PACKET_SOURCE]
asn=40584	id=4   	Main	On prepare tx packet method called from NullRouting
asn=40599	id=3   	Main	On prepare tx packet method called from NullRouting
asn=40599	id=4   	Node	tx done to=3 numtx=1 acked=true, remove packet[NODE]
asn=40599	id=4   	Main	On tx method called from NullRouting
asn=40615	id=3   	Node	tx done to=2 numtx=1 acked=false[NODE]
asn=40636	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=40644	id=6   	Node	scanning on channel=25...[NODE]
asn=40648	id=2   	Node	tx done to=1 numtx=4 acked=false[NODE]
asn=40651	id=5   	Node	scanning on channel=15...[NODE]
asn=40679	id=10  	Node	scanning on channel=25...[NODE]
asn=40682	id=2   	Node	tx done to=1 numtx=5 acked=true, remove packet[NODE]
asn=40682	id=2   	Main	On tx method called from NullRouting
asn=40683	id=3   	Node	tx done to=2 numtx=2 acked=false[NODE]
asn=40699	id=2   	Node	tx done to=1 numtx=1 acked=false[NODE]
asn=40716	id=1   	App	rx app packet seqnum=30 from=2[NODE]
asn=40716	id=2   	Node	tx done to=1 numtx=2 acked=true, remove packet[NODE]
asn=40716	id=2   	Main	On tx method called from NullRouting
asn=40717	id=2   	Main	On prepare tx packet method called from NullRouting
asn=40717	id=3   	Node	tx done to=2 numtx=3 acked=true, remove packet[NODE]
asn=40717	id=3   	Main	On tx method called from NullRouting
asn=40733	id=2   	Node	tx done to=1 numtx=1 acked=false[NODE]
asn=40745	id=6   	Node	scanning on channel=20...[NODE]
asn=40752	id=5   	Node	scanning on channel=25...[NODE]
asn=40767	id=2   	Node	tx done to=1 numtx=2 acked=false[NODE]
asn=40773	id=7   	Node	scanning on channel=15...[NODE]
asn=40835	id=2   	Node	tx done to=1 numtx=3 acked=false[NODE]
asn=40869	id=1   	App	rx app packet seqnum=11 from=4[NODE]
asn=40869	id=2   	Node	tx done to=1 numtx=4 acked=false[NODE]
asn=40874	id=8   	Node	scanning on channel=25...[NODE]
asn=40874	id=7   	Node	scanning on channel=20...[NODE]
asn=40881	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=40947	id=6   	Node	scanning on channel=26...[NODE]
asn=40954	id=5   	Node	scanning on channel=15...[NODE]
asn=40975	id=7   	Node	scanning on channel=25...[NODE]
asn=40975	id=8   	Node	scanning on channel=15...[NODE]
asn=41005	id=2   	Node	tx done to=1 numtx=5 acked=false[NODE]
asn=41007	id=3   	App	generate a packet, seqnum=27 for=1 [PACKET_SOURCE]
asn=41007	id=3   	Main	On prepare tx packet method called from NullRouting
asn=41007	id=10  	Node	scanning on channel=26...[NODE]
asn=41023	id=2   	Main	On prepare tx packet method called from NullRouting
asn=41023	id=3   	Node	tx done to=2 numtx=1 acked=true, remove packet[NODE]
asn=41023	id=3   	Main	On tx method called from NullRouting
asn=41048	id=6   	Node	scanning on channel=25...[NODE]
asn=41055	id=5   	Node	scanning on channel=25...[NODE]
asn=41062	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=41076	id=7   	Node	scanning on channel=20...[NODE]
asn=41076	id=8   	Node	scanning on channel=20...[NODE]
asn=41108	id=10  	Node	scanning on channel=15...[NODE]
asn=41118	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=41149	id=6   	Node	scanning on channel=15...[NODE]
asn=41156	id=5   	Node	scanning on channel=15...[NODE]
asn=41177	id=8   	Node	scanning on channel=26...[NODE]
asn=41209	id=10  	Node	scanning on channel=20...[NODE]
asn=41250	id=6   	Node	scanning on channel=25...[NODE]
asn=41257	id=5   	Node	scanning on channel=25...[NODE]
asn=41278	id=8   	Node	scanning on channel=15...[NODE]
asn=41278	id=7   	Node	scanning on channel=25...[NODE]
asn=41289	id=2   	App	generate a packet, seqnum=31 for=1 [PACKET_SOURCE]
asn=41289	id=2   	Main	On prepare tx packet method called from NullRouting
asn=41289	id=1   	Main	On tx method called from NullRouting
asn=41291	id=3   	Main	On tx method called from NullRouting
asn=41310	id=10  	Node	scanning on channel=15...[NODE]
asn=41329	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=41351	id=6   	Node	scanning on channel=20...[NODE]
asn=41358	id=5   	Node	scanning on channel=15...[NODE]
asn=41362	id=2   	Node	tx done to=1 numtx=6 acked=true, remove packet[NODE]
asn=41362	id=2   	Main	On tx method called from NullRouting
asn=41379	id=8   	Node	scanning on channel=20...[NODE]
asn=41379	id=2   	Node	tx done to=1 numtx=1 acked=false[NODE]
asn=41411	id=10  	Node	scanning on channel=20...[NODE]
asn=41430	id=1   	App	rx app packet seqnum=27 from=3[NODE]
asn=41430	id=2   	Node	tx done to=1 numtx=2 acked=false[NODE]
asn=41464	id=2   	Node	tx done to=1 numtx=3 acked=true, remove packet[NODE]
asn=41464	id=2   	Main	On tx method called from NullRouting
asn=41480	id=7   	Node	scanning on channel=26...[NODE]
asn=41481	id=1   	App	rx app packet seqnum=31 from=2[NODE]
asn=41481	id=2   	Node	tx done to=1 numtx=1 acked=false[NODE]
asn=41512	id=10  	Node	scanning on channel=26...[NODE]
asn=41532	id=2   	Node	tx done to=1 numtx=2 acked=true, remove packet[NODE]
asn=41532	id=2   	Main	On tx method called from NullRouting
asn=41553	id=6   	Node	scanning on channel=25...[NODE]
asn=41581	id=8   	Node	scanning on channel=26...[NODE]
asn=41581	id=7   	Node	scanning on channel=15...[NODE]
asn=41613	id=10  	Node	scanning on channel=15...[NODE]
asn=41662	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=41682	id=7   	Node	scanning on channel=20...[NODE]
asn=41684	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=41714	id=10  	Node	scanning on channel=26...[NODE]
asn=41755	id=6   	Node	scanning on channel=26...[NODE]
asn=41783	id=7   	Node	scanning on channel=15...[NODE]
asn=41815	id=10  	Node	scanning on channel=20...[NODE]
asn=41856	id=6   	Node	scanning on channel=20...[NODE]
asn=41877	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=41884	id=8   	Node	scanning on channel=15...[NODE]
asn=41884	id=7   	Node	scanning on channel=26...[NODE]
asn=41916	id=10  	Node	scanning on channel=26...[NODE]
asn=41957	id=6   	Node	scanning on channel=26...[NODE]
asn=41985	id=8   	Node	scanning on channel=25...[NODE]
asn=41985	id=7   	Node	scanning on channel=15...[NODE]
asn=42001	id=-1  	Main	420 seconds, progress 35.00%[SIMULATOR]
asn=42001	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=42001	id=-1  	Main	joined_routing/joined_tsch/total=4/4/10 [ROUTE]
asn=42001	id=-1  	TSCH	Periodic process called for [Node]
asn=42001	id=1   	Main	On periodic timer method called from NullRouting
asn=42001	id=1   	TSCH	stats: {"idle_listen":3654,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":88,"tx_data":30,"tx_data_rx_ack":0}[NODE]
asn=42001	id=2   	Main	On periodic timer method called from NullRouting
asn=42001	id=2   	TSCH	stats: {"idle_listen":3644,"channel_scan":1589,"rx_data":0,"rx_data_tx_ack":44,"tx_data":28,"tx_data_rx_ack":110}[NODE]
asn=42001	id=3   	Main	On periodic timer method called from NullRouting
asn=42001	id=3   	TSCH	stats: {"idle_listen":2699,"channel_scan":12309,"rx_data":0,"rx_data_tx_ack":12,"tx_data":21,"tx_data_rx_ack":56}[NODE]
asn=42001	id=4   	Main	On periodic timer method called from NullRouting
asn=42001	id=4   	TSCH	stats: {"idle_listen":1114,"channel_scan":29778,"rx_data":0,"rx_data_tx_ack":0,"tx_data":8,"tx_data_rx_ack":16}[NODE]
asn=42001	id=5   	Main	On periodic timer method called from NullRouting
asn=42001	id=5   	TSCH	stats: {"idle_listen":0,"channel_scan":42000,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=42001	id=6   	Main	On periodic timer method called from NullRouting
asn=42001	id=6   	TSCH	stats: {"idle_listen":0,"channel_scan":42000,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=42001	id=7   	Main	On periodic timer method called from NullRouting
asn=42001	id=7   	TSCH	stats: {"idle_listen":0,"channel_scan":42000,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=42001	id=8   	Main	On periodic timer method called from NullRouting
asn=42001	id=8   	TSCH	stats: {"idle_listen":0,"channel_scan":42000,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=42001	id=9   	Main	On periodic timer method called from NullRouting
asn=42001	id=9   	TSCH	stats: {"idle_listen":0,"channel_scan":42000,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=42001	id=10  	Main	On periodic timer method called from NullRouting
asn=42001	id=10  	TSCH	stats: {"idle_listen":0,"channel_scan":42000,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=42001	id=9   	Node	scanning on channel=26...[NODE]
asn=42017	id=10  	Node	scanning on channel=15...[NODE]
asn=42032	id=5   	Node	scanning on channel=25...[NODE]
asn=42058	id=6   	Node	scanning on channel=20...[NODE]
asn=42084	id=2   	Main	On tx method called from NullRouting
asn=42086	id=8   	Node	scanning on channel=15...[NODE]
asn=42086	id=4   	Main	On tx method called from NullRouting
asn=42102	id=9   	Node	scanning on channel=20...[NODE]
asn=42133	id=5   	Node	scanning on channel=26...[NODE]
asn=42159	id=6   	Node	scanning on channel=15...[NODE]
asn=42169	id=3   	App	generate a packet, seqnum=28 for=1 [PACKET_SOURCE]
asn=42169	id=3   	Main	On prepare tx packet method called from NullRouting
asn=42179	id=2   	Main	On prepare tx packet method called from NullRouting
asn=42179	id=3   	Node	tx done to=2 numtx=1 acked=true, remove packet[NODE]
asn=42179	id=3   	Main	On tx method called from NullRouting
asn=42187	id=8   	Node	scanning on channel=20...[NODE]
asn=42195	id=1   	App	rx app packet seqnum=28 from=3[NODE]
asn=42195	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=42195	id=2   	Main	On tx method called from NullRouting
asn=42203	id=9   	Node	scanning on channel=15...[NODE]
asn=42234	id=5   	Node	scanning on channel=25...[NODE]
asn=42260	id=6   	Node	scanning on channel=26...[NODE]
asn=42288	id=8   	Node	scanning on channel=15...[NODE]
asn=42327	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=42361	id=6   	Node	scanning on channel=15...[NODE]
asn=42378	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=42381	id=2   	App	generate a packet, seqnum=32 for=1 [PACKET_SOURCE]
asn=42381	id=2   	Main	On prepare tx packet method called from NullRouting
asn=42381	id=7   	Node	scanning on channel=25...[NODE]
asn=42382	id=1   	App	rx app packet seqnum=32 from=2[NODE]
asn=42382	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=42382	id=2   	Main	On tx method called from NullRouting
asn=42389	id=8   	Node	scanning on channel=20...[NODE]
asn=42405	id=9   	Node	scanning on channel=20...[NODE]
asn=42421	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=42436	id=5   	Node	scanning on channel=26...[NODE]
asn=42459	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=42462	id=6   	Node	scanning on channel=25...[NODE]
asn=42490	id=8   	Node	scanning on channel=25...[NODE]
asn=42522	id=10  	Node	scanning on channel=26...[NODE]
asn=42537	id=5   	Node	scanning on channel=15...[NODE]
asn=42591	id=8   	Node	scanning on channel=20...[NODE]
asn=42603	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=42603	id=7   	Node	scanning on channel=26...[NODE]
asn=42607	id=9   	Node	scanning on channel=26...[NODE]
asn=42638	id=5   	Node	scanning on channel=25...[NODE]
asn=42664	id=6   	Node	scanning on channel=20...[NODE]
asn=42692	id=8   	Node	scanning on channel=26...[NODE]
asn=42708	id=9   	Node	scanning on channel=15...[NODE]
asn=42724	id=10  	Node	scanning on channel=20...[NODE]
asn=42726	id=3   	App	generate a packet, seqnum=29 for=1 [PACKET_SOURCE]
asn=42726	id=3   	Main	On prepare tx packet method called from NullRouting
asn=42739	id=5   	Node	scanning on channel=20...[NODE]
asn=42740	id=2   	Main	On prepare tx packet method called from NullRouting
asn=42740	id=3   	Node	tx done to=2 numtx=1 acked=true, remove packet[NODE]
asn=42740	id=3   	Main	On tx method called from NullRouting
asn=42753	id=4   	App	generate a packet, seqnum=12 for=1 [PACKET_SOURCE]
asn=42753	id=4   	Main	On prepare tx packet method called from NullRouting
asn=42756	id=1   	App	rx app packet seqnum=29 from=3[NODE]
asn=42756	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=42756	id=2   	Main	On tx method called from NullRouting
asn=42758	id=4   	Node	tx done to=3 numtx=1 acked=false[NODE]
asn=42792	id=3   	Main	On prepare tx packet method called from NullRouting
asn=42792	id=4   	Node	tx done to=3 numtx=2 acked=false[NODE]
asn=42793	id=8   	Node	scanning on channel=25...[NODE]
asn=42805	id=7   	Node	scanning on channel=15...[NODE]
asn=42808	id=3   	Node	tx done to=2 numtx=1 acked=false[NODE]
asn=42809	id=9   	Node	scanning on channel=25...[NODE]
asn=42825	id=10  	Node	scanning on channel=26...[NODE]
asn=42866	id=6   	Node	scanning on channel=15...[NODE]
asn=42876	id=2   	Main	On prepare tx packet method called from NullRouting
asn=42876	id=3   	Node	tx done to=2 numtx=2 acked=true, remove packet[NODE]
asn=42876	id=3   	Main	On tx method called from NullRouting
asn=42877	id=1   	Main	On tx method called from NullRouting
asn=42877	id=4   	Node	tx done to=3 numtx=3 acked=false[NODE]
asn=42879	id=3   	Main	On tx method called from NullRouting
asn=42892	id=1   	App	rx app packet seqnum=12 from=4[NODE]
asn=42892	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=42892	id=2   	Main	On tx method called from NullRouting
asn=42894	id=8   	Node	scanning on channel=26...[NODE]
asn=42910	id=9   	Node	scanning on channel=15...[NODE]
asn=42926	id=10  	Node	scanning on channel=20...[NODE]
asn=42928	id=4   	Node	tx done to=3 numtx=4 acked=true, remove packet[NODE]
asn=42928	id=4   	Main	On tx method called from NullRouting
asn=42987	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=42995	id=8   	Node	scanning on channel=15...[NODE]
asn=43007	id=7   	Node	scanning on channel=26...[NODE]
asn=43011	id=9   	Node	scanning on channel=26...[NODE]
asn=43033	id=5   	Node	scanning on channel=26...[NODE]
asn=43047	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=43108	id=7   	Node	scanning on channel=15...[NODE]
asn=43112	id=9   	Node	scanning on channel=25...[NODE]
asn=43134	id=6   	Node	scanning on channel=25...[NODE]
asn=43197	id=8   	Node	scanning on channel=26...[NODE]
asn=43213	id=9   	Node	scanning on channel=26...[NODE]
asn=43235	id=5   	Node	scanning on channel=20...[NODE]
asn=43235	id=6   	Node	scanning on channel=15...[NODE]
asn=43275	id=2   	Main	On tx method called from NullRouting
asn=43310	id=7   	Node	scanning on channel=26...[NODE]
asn=43314	id=9   	Node	scanning on channel=20...[NODE]
asn=43325	id=4   	App	generate a packet, seqnum=13 for=1 [PACKET_SOURCE]
asn=43325	id=4   	Main	On prepare tx packet method called from NullRouting
asn=43336	id=5   	Node	scanning on channel=25...[NODE]
asn=43336	id=3   	Main	On prepare tx packet method called from NullRouting
asn=43336	id=4   	Node	tx done to=3 numtx=1 acked=true, remove packet[NODE]
asn=43336	id=4   	Main	On tx method called from NullRouting
asn=43352	id=3   	Node	tx done to=2 numtx=1 acked=false[NODE]
asn=43395	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=43399	id=8   	Node	scanning on channel=25...[NODE]
asn=43411	id=7   	Node	scanning on channel=15...[NODE]
asn=43415	id=9   	Node	scanning on channel=25...[NODE]
asn=43420	id=2   	Main	On prepare tx packet method called from NullRouting
asn=43420	id=3   	Node	tx done to=2 numtx=2 acked=true, remove packet[NODE]
asn=43420	id=3   	Main	On tx method called from NullRouting
asn=43436	id=2   	Node	tx done to=1 numtx=1 acked=false[NODE]
asn=43437	id=5   	Node	scanning on channel=15...[NODE]
asn=43470	id=1   	App	rx app packet seqnum=13 from=4[NODE]
asn=43470	id=2   	Node	tx done to=1 numtx=2 acked=true, remove packet[NODE]
asn=43470	id=2   	Main	On tx method called from NullRouting
asn=43481	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=43500	id=8   	Node	scanning on channel=20...[NODE]
asn=43511	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=43512	id=7   	Node	scanning on channel=25...[NODE]
asn=43538	id=5   	Node	scanning on channel=20...[NODE]
asn=43601	id=8   	Node	scanning on channel=25...[NODE]
asn=43613	id=7   	Node	scanning on channel=15...[NODE]
asn=43639	id=5   	Node	scanning on channel=26...[NODE]
asn=43674	id=5   	Node	add neighbor id=4
asn=43674	id=5   	Node	Add_route called from ensure neighbor
asn=43674	id=5   	TSCH	joined/associated at 436.74 on receiving an EB packet from 4[NODE]
asn=43674	id=5   	TSCH	Node has joined TSCH in TSCH Associate [NODE]
asn=43674	id=5   	Node	update time source called [NODE]
asn=43674	id=5   	Main	On new time source method called from NullRouting
asn=43674	id=5   	TSCH	Orchestra: new time source 4
asn=43674	id=5   	TSCH	Orchestra: storing mode: add uc cell to 4, timeslot=4
asn=43674	id=5   	Node	Start method called from NullRouting for 5
asn=43674	id=5   	Node	File Read successfully
asn=43674	id=5   	Node	File loaded into struct successfully
asn=43674	id=5   	Node	Reading routes for Node 5
asn=43674	id=5   	Node	Destination = 4, Nexthop = 4
asn=43674	id=5   	Node	Route added to destination node id: 4 through next hop node id: 4 in the routing table of node: 5
asn=43674	id=5   	TSCH	Orchestra: child added 4
asn=43674	id=5   	TSCH	Orchestra: storing mode: add uc cell to 4, timeslot=4
asn=43674	id=5   	Node	Reading routes for Node 5
asn=43674	id=5   	Node	Destination = 1, Nexthop = 4
asn=43674	id=5   	Node	Route added to destination node id: 1 through next hop node id: 4 in the routing table of node: 5
asn=43674	id=4   	Main	On tx method called from NullRouting
asn=43744	id=2   	App	generate a packet, seqnum=33 for=1 [PACKET_SOURCE]
asn=43744	id=2   	Main	On prepare tx packet method called from NullRouting
asn=43759	id=1   	App	rx app packet seqnum=33 from=2[NODE]
asn=43759	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=43759	id=2   	Main	On tx method called from NullRouting
asn=43815	id=7   	Node	scanning on channel=25...[NODE]
asn=43824	id=5   	App	generate a packet, seqnum=1 for=1 [PACKET_SOURCE]
asn=43824	id=5   	Main	On prepare tx packet method called from NullRouting
asn=43824	id=6   	Node	scanning on channel=20...[NODE]
asn=43826	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=43830	id=4   	Node	add neighbor id=5
asn=43830	id=4   	Node	Add_route called from ensure neighbor
asn=43830	id=4   	Main	On prepare tx packet method called from NullRouting
asn=43830	id=5   	Node	tx done to=4 numtx=1 acked=true, remove packet[NODE]
asn=43830	id=5   	Main	On tx method called from NullRouting
asn=43846	id=3   	Main	On prepare tx packet method called from NullRouting
asn=43846	id=4   	Node	tx done to=3 numtx=1 acked=false[NODE]
asn=43862	id=2   	Main	On prepare tx packet method called from NullRouting
asn=43862	id=3   	Node	tx done to=2 numtx=1 acked=false[NODE]
asn=43871	id=10  	Node	scanning on channel=15...[NODE]
asn=43878	id=2   	Node	tx done to=1 numtx=1 acked=false[NODE]
asn=43880	id=4   	Node	tx done to=3 numtx=2 acked=true, remove packet[NODE]
asn=43880	id=4   	Main	On tx method called from NullRouting
asn=43896	id=3   	Node	tx done to=2 numtx=2 acked=false[NODE]
asn=43912	id=1   	App	rx app packet seqnum=1 from=5[NODE]
asn=43912	id=2   	Node	tx done to=1 numtx=2 acked=false[NODE]
asn=43916	id=7   	Node	scanning on channel=26...[NODE]
asn=43925	id=6   	Node	scanning on channel=25...[NODE]
asn=43946	id=2   	Node	tx done to=1 numtx=3 acked=true, remove packet[NODE]
asn=43946	id=2   	Main	On tx method called from NullRouting
asn=43964	id=3   	Node	tx done to=2 numtx=3 acked=true, remove packet[NODE]
asn=43964	id=3   	Main	On tx method called from NullRouting
asn=43972	id=10  	Node	scanning on channel=25...[NODE]
asn=44005	id=8   	Node	scanning on channel=26...[NODE]
asn=44017	id=7   	Node	scanning on channel=20...[NODE]
asn=44026	id=6   	Node	scanning on channel=20...[NODE]
asn=44068	id=1   	Main	On tx method called from NullRouting
asn=44070	id=3   	Main	On tx method called from NullRouting
asn=44118	id=7   	Node	scanning on channel=15...[NODE]
asn=44127	id=6   	Node	scanning on channel=26...[NODE]
asn=44128	id=3   	App	generate a packet, seqnum=30 for=1 [PACKET_SOURCE]
asn=44128	id=3   	Main	On prepare tx packet method called from NullRouting
asn=44134	id=2   	Main	On prepare tx packet method called from NullRouting
asn=44134	id=3   	Node	tx done to=2 numtx=1 acked=true, remove packet[NODE]
asn=44134	id=3   	Main	On tx method called from NullRouting
asn=44150	id=2   	Node	tx done to=1 numtx=1 acked=false[NODE]
asn=44200	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=44201	id=2   	Node	tx done to=1 numtx=2 acked=false[NODE]
asn=44207	id=8   	Node	scanning on channel=15...[NODE]
asn=44219	id=7   	Node	scanning on channel=26...[NODE]
asn=44222	id=2   	App	generate a packet, seqnum=34 for=1 [PACKET_SOURCE]
asn=44222	id=2   	Main	On prepare tx packet method called from NullRouting
asn=44228	id=6   	Node	scanning on channel=15...[NODE]
asn=44252	id=2   	Node	tx done to=1 numtx=3 acked=false[NODE]
asn=44275	id=10  	Node	scanning on channel=15...[NODE]
asn=44308	id=8   	Node	scanning on channel=26...[NODE]
asn=44320	id=7   	Node	scanning on channel=15...[NODE]
asn=44329	id=6   	Node	scanning on channel=20...[NODE]
asn=44371	id=1   	App	rx app packet seqnum=30 from=3[NODE]
asn=44371	id=2   	Node	tx done to=1 numtx=4 acked=true, remove packet[NODE]
asn=44371	id=2   	Main	On tx method called from NullRouting
asn=44376	id=10  	Node	scanning on channel=20...[NODE]
asn=44388	id=1   	App	rx app packet seqnum=34 from=2[NODE]
asn=44388	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet[NODE]
asn=44388	id=2   	Main	On tx method called from NullRouting
asn=44421	id=7   	Node	scanning on channel=26...[NODE]
asn=44424	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=44430	id=6   	Node	scanning on channel=26...[NODE]
asn=44477	id=10  	Node	scanning on channel=15...[NODE]
asn=44514	id=4   	App	generate a packet, seqnum=14 for=1 [PACKET_SOURCE]
asn=44514	id=4   	Main	On prepare tx packet method called from NullRouting
asn=44522	id=7   	Node	scanning on channel=15...[NODE]
asn=44526	id=4   	Node	tx done to=3 numtx=1 acked=false[NODE]
asn=44560	id=3   	Main	On prepare tx packet method called from NullRouting
asn=44560	id=4   	Node	tx done to=3 numtx=2 acked=true, remove packet[NODE]
asn=44560	id=4   	Main	On tx method called from NullRouting
asn=44570	id=9   	Node	scanning on channel=26...[NODE]
asn=44576	id=2   	Main	On prepare tx packet method called from NullRouting
asn=44576	id=3   	Node	tx done to=2 numtx=1 acked=false[NODE]
asn=44578	id=10  	Node	scanning on channel=26...[NODE]
asn=44592	id=1   	App	rx app packet seqnum=14 from=4[NODE]
asn=44592	id=2   	Node	tx done to=1 numtx=1 acked=false[NODE]
asn=44610	id=3   	Node	tx done to=2 numtx=2 acked=false[NODE]
asn=44611	id=8   	Node	scanning on channel=15...[NODE]
asn=44623	id=7   	Node	scanning on channel=26...[NODE]
asn=44643	id=2   	Node	tx done to=1 numtx=2 acked=false[NODE]
asn=44644	id=3   	Node	tx done to=2 numtx=3 acked=true, remove packet[NODE]
asn=44644	id=3   	Main	On tx method called from NullRouting
asn=44671	id=9   	Node	scanning on channel=20...[NODE]
asn=44679	id=10  	Node	scanning on channel=15...[NODE]
asn=44687	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=44712	id=8   	Node	scanning on channel=20...[NODE]
asn=44720	id=5   	App	generate a packet, seqnum=2 for=1 [PACKET_SOURCE]
asn=44720	id=5   	Main	On prepare tx packet method called from NullRouting
asn=44724	id=7   	Node	scanning on channel=25...[NODE]
asn=44731	id=4   	Main	On prepare tx packet method called from NullRouting
asn=44731	id=5   	Node	tx done to=4 numtx=1 acked=true, remove packet[NODE]
asn=44731	id=5   	Main	On tx method called from NullRouting
asn=44745	id=2   	Node	tx done to=1 numtx=3 acked=false[NODE]
asn=44747	id=3   	Main	On prepare tx packet method called from NullRouting
asn=44747	id=4   	Node	tx done to=3 numtx=1 acked=true, remove packet[NODE]
asn=44747	id=4   	Main	On tx method called from NullRouting
asn=44763	id=3   	Node	tx done to=2 numtx=1 acked=false[NODE]
asn=44772	id=9   	Node	scanning on channel=25...[NODE]
asn=44780	id=10  	Node	scanning on channel=26...[NODE]
asn=44796	id=2   	Node	tx done to=1 numtx=4 acked=true, remove packet[NODE]
asn=44796	id=2   	Main	On tx method called from NullRouting
asn=44813	id=8   	Node	scanning on channel=26...[NODE]
asn=44814	id=2   	Main	On prepare tx packet method called from NullRouting
asn=44814	id=3   	Node	tx done to=2 numtx=2 acked=true, remove packet[NODE]
